[28-Dec-2022 12:04:56 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:18:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_HOST - assumed 'EMAIL_HOST' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 473
[28-Dec-2022 12:18:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_AUTH - assumed 'EMAIL_AUTH' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 474
[28-Dec-2022 12:18:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_USER - assumed 'EMAIL_USER' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 475
[28-Dec-2022 12:18:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PASS - assumed 'EMAIL_PASS' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 476
[28-Dec-2022 12:18:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_SMTPSecure - assumed 'EMAIL_SMTPSecure' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 477
[28-Dec-2022 12:18:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PORT - assumed 'EMAIL_PORT' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 478
[28-Dec-2022 12:18:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_FROM - assumed 'EMAIL_FROM' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 479
[28-Dec-2022 12:18:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 482
[28-Dec-2022 12:18:24 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[28-Dec-2022 12:21:19 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:21:46 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:21:46 Asia/Kolkata] PHP Notice:  Undefined index: to in /var/www/html/erpm/View/calcRange.php on line 42
[28-Dec-2022 12:21:48 Asia/Kolkata] PHP Notice:  Object of class mysqli_result could not be converted to int in /var/www/html/erpm/View/calcRange.php on line 412
[28-Dec-2022 12:21:48 Asia/Kolkata] PHP Notice:  Undefined index: 2022-12-27 in /var/www/html/erpm/View/calcRange.php on line 583
[28-Dec-2022 12:21:48 Asia/Kolkata] PHP Notice:  Undefined index: 2022-12-27 in /var/www/html/erpm/View/calcRange.php on line 932
[28-Dec-2022 12:21:48 Asia/Kolkata] PHP Notice:  Undefined index: 2022-12-27 in /var/www/html/erpm/View/calcRange.php on line 1225
[28-Dec-2022 12:21:48 Asia/Kolkata] PHP Notice:  Undefined index: 2022-12-27 in /var/www/html/erpm/View/calcRange.php on line 1516
[28-Dec-2022 12:21:48 Asia/Kolkata] PHP Notice:  Array to string conversion in /var/www/html/erpm/View/calcRange.php on line 1559
[28-Dec-2022 12:22:07 Asia/Kolkata] PHP Notice:  Undefined variable: postIJP in /var/www/html/erpm/View/site_master.php on line 18
[28-Dec-2022 12:26:08 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:26:10 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:26:10 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[28-Dec-2022 12:26:19 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 470
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_HOST - assumed 'EMAIL_HOST' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 473
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_AUTH - assumed 'EMAIL_AUTH' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 474
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_USER - assumed 'EMAIL_USER' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 475
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PASS - assumed 'EMAIL_PASS' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 476
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_SMTPSecure - assumed 'EMAIL_SMTPSecure' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 477
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PORT - assumed 'EMAIL_PORT' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 478
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_FROM - assumed 'EMAIL_FROM' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 479
[28-Dec-2022 12:26:22 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 482
[28-Dec-2022 12:26:24 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[28-Dec-2022 12:26:31 Asia/Kolkata] PHP Notice:  Undefined index: revoke in /var/www/html/erpm/View/alert_module.php on line 13
[28-Dec-2022 12:26:34 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:26:35 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:26:42 Asia/Kolkata] PHP Notice:  Undefined variable: postIJP in /var/www/html/erpm/View/site_master.php on line 18
[28-Dec-2022 12:27:07 Asia/Kolkata] PHP Notice:  Undefined variable: postIJP in /var/www/html/erpm/View/site_master.php on line 18
[28-Dec-2022 12:27:32 Asia/Kolkata] PHP Notice:  Undefined variable: postIJP in /var/www/html/erpm/View/site_master.php on line 18
[28-Dec-2022 12:27:43 Asia/Kolkata] PHP Notice:  Undefined variable: postIJP in /var/www/html/erpm/View/site_master.php on line 18
[28-Dec-2022 12:27:44 Asia/Kolkata] PHP Notice:  Undefined variable: postIJP in /var/www/html/erpm/View/site_master.php on line 18
[28-Dec-2022 12:28:23 Asia/Kolkata] PHP Notice:  Undefined variable: postIJP in /var/www/html/erpm/View/site_master.php on line 18
[28-Dec-2022 12:29:39 Asia/Kolkata] PHP Notice:  Undefined index: action in /var/www/html/erpm/Controller/getFilterData.php on line 6
[28-Dec-2022 12:29:39 Asia/Kolkata] PHP Notice:  Undefined index: clientid in /var/www/html/erpm/Controller/getFilterData.php on line 86
[28-Dec-2022 12:29:39 Asia/Kolkata] PHP Notice:  Undefined index: processid in /var/www/html/erpm/Controller/getFilterData.php on line 112
[28-Dec-2022 12:31:57 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:32:01 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:32:51 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 470
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_HOST - assumed 'EMAIL_HOST' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 473
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_AUTH - assumed 'EMAIL_AUTH' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 474
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_USER - assumed 'EMAIL_USER' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 475
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PASS - assumed 'EMAIL_PASS' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 476
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_SMTPSecure - assumed 'EMAIL_SMTPSecure' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 477
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PORT - assumed 'EMAIL_PORT' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 478
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_FROM - assumed 'EMAIL_FROM' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 479
[28-Dec-2022 12:32:52 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 482
[28-Dec-2022 12:32:54 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[28-Dec-2022 12:33:00 Asia/Kolkata] PHP Deprecated:  Array and string offset access syntax with curly braces is deprecated in /var/www/html/erpm/TCPDF/tcpdf.php on line 16899
[28-Dec-2022 12:33:00 Asia/Kolkata] PHP Deprecated:  Array and string offset access syntax with curly braces is deprecated in /var/www/html/erpm/TCPDF/tcpdf.php on line 16899
[28-Dec-2022 12:33:00 Asia/Kolkata] PHP Deprecated:  Array and string offset access syntax with curly braces is deprecated in /var/www/html/erpm/TCPDF/tcpdf.php on line 16902
[28-Dec-2022 12:33:00 Asia/Kolkata] PHP Warning:  "continue" targeting switch is equivalent to "break". Did you mean to use "continue 2"? in /var/www/html/erpm/TCPDF/tcpdf.php on line 17784
[28-Dec-2022 12:33:00 Asia/Kolkata] PHP Deprecated:  Array and string offset access syntax with curly braces is deprecated in /var/www/html/erpm/TCPDF/include/tcpdf_images.php on line 318
[28-Dec-2022 12:33:00 Asia/Kolkata] PHP Warning:  include_once(../Services/sendsms_API1.php): failed to open stream: No such file or directory in /var/www/html/erpm/View/ALsendOnEmail.php on line 12
[28-Dec-2022 12:33:00 Asia/Kolkata] PHP Warning:  include_once(): Failed opening '../Services/sendsms_API1.php' for inclusion (include_path='.:/usr/share/php') in /var/www/html/erpm/View/ALsendOnEmail.php on line 12
[28-Dec-2022 12:33:17 Asia/Kolkata] PHP Notice:  Undefined index: action in /var/www/html/erpm/Controller/getFilterData.php on line 6
[28-Dec-2022 12:33:17 Asia/Kolkata] PHP Notice:  Undefined index: clientid in /var/www/html/erpm/Controller/getFilterData.php on line 86
[28-Dec-2022 12:33:17 Asia/Kolkata] PHP Notice:  Undefined index: processid in /var/www/html/erpm/Controller/getFilterData.php on line 112
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  include_once(../Services/sendsms_API1.php): failed to open stream: No such file or directory in /var/www/html/erpm/View/ALsendOnEmail.php on line 12
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  include_once(): Failed opening '../Services/sendsms_API1.php' for inclusion (include_path='.:/usr/share/php') in /var/www/html/erpm/View/ALsendOnEmail.php on line 12
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Notice:  Undefined variable: page1 in /var/www/html/erpm/View/ALsendOnEmail.php on line 746
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  chr() expects parameter 1 to be int, string given in /var/www/html/erpm/TCPDF/include/tcpdf_fonts.php on line 1671
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Deprecated:  The each() function is deprecated. This message will be suppressed on further calls in /var/www/html/erpm/TCPDF/tcpdf.php on line 16548
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_HOST - assumed 'EMAIL_HOST' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/View/ALsendOnEmail.php on line 1099
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_AUTH - assumed 'EMAIL_AUTH' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/View/ALsendOnEmail.php on line 1100
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_USER - assumed 'EMAIL_USER' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/View/ALsendOnEmail.php on line 1101
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PASS - assumed 'EMAIL_PASS' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/View/ALsendOnEmail.php on line 1102
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_SMTPSecure - assumed 'EMAIL_SMTPSecure' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/View/ALsendOnEmail.php on line 1103
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PORT - assumed 'EMAIL_PORT' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/View/ALsendOnEmail.php on line 1104
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_FROM - assumed 'EMAIL_FROM' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/View/ALsendOnEmail.php on line 1105
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_FROMWhere - assumed 'EMAIL_FROMWhere' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/View/ALsendOnEmail.php on line 1105
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Deprecated:  Function get_magic_quotes_runtime() is deprecated in /var/www/html/erpm/AppData/lib/PHPMailer-master/class.phpmailer.php on line 2574
[28-Dec-2022 12:34:23 Asia/Kolkata] PHP Notice:  Trying to get property 'num_rows' of non-object in /var/www/html/erpm/View/ALsendOnEmail.php on line 1165
[28-Dec-2022 12:34:42 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:34:44 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:34:45 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[28-Dec-2022 12:35:06 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[28-Dec-2022 12:38:00 Asia/Kolkata] PHP Notice:  Undefined index: __user_logid in /var/www/html/erpm/AppCode/nHead.php on line 2
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 470
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_HOST - assumed 'EMAIL_HOST' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 473
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_AUTH - assumed 'EMAIL_AUTH' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 474
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_USER - assumed 'EMAIL_USER' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 475
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PASS - assumed 'EMAIL_PASS' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 476
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_SMTPSecure - assumed 'EMAIL_SMTPSecure' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 477
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_PORT - assumed 'EMAIL_PORT' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 478
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMAIL_FROM - assumed 'EMAIL_FROM' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 479
[28-Dec-2022 12:38:03 Asia/Kolkata] PHP Warning:  Use of undefined constant EMS_CenterName - assumed 'EMS_CenterName' (this will throw an Error in a future version of PHP) in /var/www/html/erpm/Controller/ConLog.php on line 482
[28-Dec-2022 12:38:05 Asia/Kolkata] PHP Notice:  Trying to access array offset on value of type null in /var/www/html/erpm/View/index.php on line 346
[28-Dec-2022 12:38:14 Asia/Kolkata] PHP Warning:  mysqli_stmt::bind_param(): Number of elements in type definition string doesn't match number of bind variables in /var/www/html/erpm/Controller/ConLog.php on line 464
[28-Dec-2022 12:38:15 Asia/Kolkata] PHP Notice:  Undefined index: to in /var/www/html/erpm/View/calcRange.php on line 42
[28-Dec-2022 12:38:16 Asia/Kolkata] PHP Notice:  Object of class mysqli_result could not be converted to int in /var/www/html/erpm/View/calcRange.php on line 412
[28-Dec-2022 12:38:16 Asia/Kolkata] PHP Notice:  Undefined index: 2022-12-27 in /var/www/html/erpm/View/calcRange.php on line 583
